brandSKUId,label,facets_jsonb,categoryLabel,normalized_name,core_identity,brand_extracted,categories_parsed,primary_category,cluster_id
7562a21b-e761-49ba-8ccb-ae78139f1ab4,CORNITOS Chunky Salsa Dip Hot 100 Grams,"{""tags"": [""salsa dip"", ""chunky"", ""hot"", ""Cornitos"", ""condiment"", ""spicy dip""], ""color"": ""Red"", ""scent"": ""Spicy"", ""texture"": ""Chunky"", ""packSize"": ""N/A"", ""brandName"": ""CORNITOS"", ""netWeight"": ""100 Grams"", ""packetSize"": ""Single-Use"", ""spiceLevel"": ""Hot"", ""ingredients"": ""N/A"", ""productType"": ""Dip"", ""seasonalUse"": ""All Year"", ""priceSegment"": ""Affordable"", ""containerType"": ""N/A"", ""packagingType"": ""Pouch"", ""certifications"": ""N/A"", ""cuisineOrUsage"": ""N/A"", ""flavourProfile"": ""Hot"", ""mainIngredient"": ""Tomato"", ""applicationMethod"": ""Dipping"", ""dietaryAttributes"": ""N/A"", ""servingSuggestion"": ""Tacos and Tortillas"", ""targetDemographic"": ""Adults"", ""storageInstructions"": ""Refrigerate after opening""}",Sauces/Spreads/Dips/Condiments,chunky salsa dip hot,chunky salsa dip hot | sauces spreads dips condiments,CORNITOS,"Sauces, Spreads, Dips, Condiments",Sauces,7
760059f2-f3f7-4c46-b899-bb4cfef21c63,Cornitos Roasted Almonds Dark Chocolate 200 Grams,"{""tags"": [""snack"", ""nut"", ""healthy"", ""chocolate"", ""almonds"", ""roasted"", ""premium"", ""California""], ""type"": ""Almonds"", ""scent"": ""N/A"", ""texture"": ""Crunchy"", ""packSize"": ""N/A"", ""netWeight"": ""200 Grams"", ""brandStory"": ""N/A"", ""packetSize"": ""Single-Use"", ""seasonalUse"": ""All Year"", ""priceSegment"": ""Premium"", ""productBrand"": ""Cornitos"", ""sourceRegion"": ""California"", ""varietyGrade"": ""N/A"", ""certification"": ""Product of India"", ""marketingClaim"": ""For An Active Lifestyle"", ""sustainability"": ""Zero Trans Fat"", ""flavorSeasoning"": ""Chocolate"", ""preparationType"": ""Roasted"", ""applicationMethod"": ""Snack"", ""dietaryPreference"": ""Vegetarian"", ""packagingMaterial"": ""Resealable Pouch"", ""servingSuggestion"": ""N/A"", ""targetDemographic"": ""Health-Conscious Consumers"", ""nutritionalBenefit"": ""Good Source of Protein"", ""additionalIngredients"": ""N/A""}",Dry Fruits/Seeds,roasted almonds dark chocolate,roasted almonds dark chocolate | dry fruits seeds,Cornitos,"Dry Fruits, Seeds",Dry Fruits,-1
76d797f7-7228-401b-897a-b4e883d1a08a,CORNITOS Chunky Salsa Dip Mild X 12 Pickle 3960 Grams,"{""tags"": [""salsa"", ""dip"", ""Cornitos"", ""snack"", ""condiment""], ""color"": null, ""scent"": null, ""texture"": null, ""packSize"": ""Pack of 12"", ""brandName"": ""CORNITOS"", ""netWeight"": ""3960 Grams"", ""shelfLife"": null, ""packetSize"": ""Multi-Use"", ""brandOrigin"": null, ""productType"": ""Dip"", ""seasonalUse"": null, ""priceSegment"": null, ""containerType"": ""Box"", ""packagingType"": null, ""certifications"": null, ""cuisineOrUsage"": null, ""flavourProfile"": null, ""mainIngredient"": null, ""applicationMethod"": null, ""dietaryAttributes"": null, ""servingSuggestion"": null, ""targetDemographic"": null, ""storageInstructions"": null}",Sauces/Spreads/Dips/Condiments,chunky salsa dip mild x pickle,chunky salsa dip mild x pickle | sauces spreads dips condiments,CORNITOS,"Sauces, Spreads, Dips, Condiments",Sauces,7
7717a2b7-7579-4ab0-9904-ffdf088eebe5,CORNITOS Nacho Chips- Sweet Chili 22 Grams,"{""tags"": [""Nacho Chips"", ""Snack"", ""Chili Flavor"", ""Crispy Snack"", ""Corn Based""], ""brand"": ""CORNITOS"", ""scent"": ""Spicy"", ""lowFat"": ""N/A"", ""flavour"": ""Sweet Chili"", ""texture"": ""Crispy"", ""netVolume"": ""N/A"", ""netWeight"": ""22 Grams"", ""snackForm"": ""Chips"", ""glutenFree"": ""N/A"", ""packetSize"": ""Single-Use"", ""properties"": [""❌ resealable"", ""❌ vegan friendly""], ""specialTag"": ""N/A"", ""seasonalUse"": ""Anytime Snack"", ""priceSegment"": ""Affordable"", ""countUnitEach"": ""N/A"", ""productOrigin"": ""N/A"", ""certifications"": ""N/A"", ""marketingClaims"": ""Tasty"", ""applicationMethod"": ""Ready to Eat"", ""packagingMaterial"": ""Plastic"", ""servingSuggestion"": ""N/A"", ""targetDemographic"": ""General"", ""allergenInformation"": ""N/A"", ""additionalIngredients"": ""N/A""}",Crunchy Snack,nacho chips sweet chili,nacho chips sweet chili | crunchy snack,Cornitos,Crunchy Snack,Crunchy Snack,24
791eb83b-5f2d-4a5b-ba35-dd592e5686f0,CORNITOS Potato Crusties Peri 50g Bag 50 Grams,"{""tags"": [""snack"", ""crispy"", ""spicy"", ""puffs"", ""peri peri"", ""Cornitos""], ""scent"": ""Spicy"", ""flavour"": ""Fiery Peri Peri"", ""texture"": ""Crispy"", ""dietType"": ""N/A"", ""brandName"": ""CORNITOS"", ""netWeight"": ""50 g"", ""shelfLife"": ""N/A"", ""packetSize"": ""Single-Use"", ""productType"": ""Puffs"", ""seasonalUse"": ""All Year"", ""packQuantity"": ""1 Each"", ""priceSegment"": ""Affordable"", ""certification"": ""FSSAI"", ""cookingMethod"": ""N/A"", ""keyIngredient"": ""Potato"", ""marketingClaim"": ""N/A"", ""specialFeature"": ""N/A"", ""sustainability"": ""N/A"", ""countryOfOrigin"": ""India"", ""applicationMethod"": ""Ready to Eat"", ""servingSuggestion"": ""Snack Time"", ""targetDemographic"": ""All Ages"", ""storageInstruction"": ""Store in a cool dry place""}",Sweets/Snacks,potato crusties peri rams,potato crusties peri rams | sweets snacks,CORNITOS,"Sweets, Snacks",Sweets,18
79fa0087-a824-4d66-98d6-7df8c187499e,CORNITOS 10 Inch Whole Wheat Tortilla Wraps 840 Grams,"{""tags"": [""whole wheat"", ""tortilla wrap"", ""cornitos"", ""healthy eating"", ""wraps"", ""convenient meal""], ""scent"": ""Wheat"", ""texture"": ""Soft"", ""formType"": ""N/A"", ""packSize"": ""Pack of 6"", ""brandName"": ""CORNITOS"", ""netWeight"": ""840 g"", ""packaging"": ""N/A"", ""labelClaim"": ""N/A"", ""packetSize"": ""Multi-Use"", ""dishCuisine"": ""Mexican"", ""grainDetail"": ""Whole"", ""productType"": ""Tortilla Wrap"", ""seasonalUse"": ""Year-Round"", ""allergenInfo"": ""Wheat"", ""priceSegment"": ""Affordable"", ""usageOccasion"": ""Casual Meals"", ""specialAttribute"": ""N/A"", ""applicationMethod"": ""Roll or Fill"", ""servingSuggestion"": ""Fill with vegetables/protein"", ""targetDemographic"": ""General Consumers"", ""cookingInstructions"": ""N/A"", ""storageInstructions"": ""Store in a cool, dry place""}",Cereal/Grain/Pulse Products,whole wheat tortilla wraps rams,whole wheat tortilla wraps rams | cereal grain pulse products,CORNITOS,"Cereal, Grain, Pulse Products",Cereal,1
7a6deb65-e869-4341-b02c-ebde9d3c4900,CORNITOS Peri Nacho Crisps X 14 Baked And Fried Corn Chips 980 Grams,"{""tags"": [""snack"", ""crisps"", ""peri peri"", ""corn"", ""baked"", ""vegetarian"", ""crispy""], ""scent"": ""Savory"", ""cuisine"": ""Indian"", ""flavour"": ""Peri Peri"", ""texture"": ""Crispy"", ""brandName"": ""CORNITOS"", ""netWeight"": ""980 g"", ""packetSize"": ""Family Pack"", ""properties"": [""vegetarian""], ""spiceLevel"": ""Medium"", ""crunchiness"": ""High"", ""productType"": ""Chips"", ""seasonalUse"": ""Year-Round"", ""packQuantity"": ""14 Each"", ""priceSegment"": ""Affordable"", ""certification"": ""Not Certified"", ""keyIngredient"": ""Corn"", ""packagingType"": ""Resealable"", ""specialFeature"": ""Baked"", ""applicationMethod"": ""Snack"", ""targetDemographic"": ""General"", ""allergenInformation"": ""Contains Corn""}",Sweets/Snacks,peri nacho crisps x baked and fried chips rams,peri nacho crisps x baked and fried chips rams | sweets snacks,CORNITOS,"Sweets, Snacks",Sweets,54
7ace55a1-4928-47d3-8083-0bdbd4e85095,CORNITOS Party Mix Roasted Nuts 500 Grams,"{""tags"": [""party mix"", ""roasted nuts"", ""healthy snack"", ""500g package"", ""Indian origin"", ""gluten free"", ""protein rich""], ""type"": ""Trail Mix"", ""scent"": null, ""texture"": ""Crunchy"", ""packSize"": null, ""netWeight"": ""500 Grams"", ""packetSize"": ""Multi-Use"", ""seasonalUse"": ""All Year"", ""priceSegment"": ""Affordable"", ""productBrand"": ""Cornitos"", ""sourceRegion"": ""Indian"", ""varietyGrade"": null, ""dietaryClaims"": [""High Protein"", ""Zero Cholesterol""], ""resealability"": ""Resealable"", ""certifications"": [""Gluten Free""], ""packagingShape"": ""Pouch"", ""flavorSeasoning"": null, ""preparationType"": ""Roasted"", ""caloriesPerServe"": ""148 Calories"", ""applicationMethod"": ""Snack"", ""packagingMaterial"": ""Plastic"", ""targetDemographic"": ""General""}",Dry Fruits/Seeds,party mix roasted nuts,party mix roasted nuts | dry fruits seeds,Cornitos,"Dry Fruits, Seeds",Dry Fruits,30
7b1af337-e0dc-410c-b2c5-13b6b137f21d,CORNITOS Peri Nacho Crisps 70g Euro Pack Baked And Fried Corn Chips 70 Grams,"{""tags"": [""snacks"", ""crisps"", ""spicy"", ""gluten free"", ""periperi""], ""scent"": ""Spicy"", ""flavour"": ""Peri Peri"", ""brandName"": ""CORNITOS"", ""netWeight"": ""70 g"", ""packetSize"": ""Single-Use"", ""properties"": [""❌ resealable"", ""❌ contains allergens""], ""productType"": ""Chips"", ""seasonalUse"": ""Anytime"", ""servingSize"": ""1 Portion"", ""packQuantity"": ""1 Each"", ""priceSegment"": ""Affordable"", ""snackTexture"": ""Crispy"", ""cookingMethod"": ""Baked and Fried"", ""keyIngredient"": ""Corn"", ""specialFeature"": ""Gluten Free"", ""nutritionClaims"": ""Low Calorie"", ""weightPerServing"": ""40 g"", ""applicationMethod"": ""Ready to Eat"", ""packagingMaterial"": ""Plastic"", ""targetDemographic"": ""General""}",Sweets/Snacks,peri nacho crisps euro baked and fried chips rams,peri nacho crisps euro baked and fried chips rams | sweets snacks,CORNITOS,"Sweets, Snacks",Sweets,54
7b5f58a9-d150-42d0-b530-165d0f4eb5a2,CORNITOS Jalapeno Nachos And Salsa Dip Tray Baked Fried Corn Chips 80 Grams,"{""tags"": [""Nachos"", ""Salsa"", ""Snacks"", ""Crispy"", ""Spicy"", ""Savory"", ""On the Go""], ""flavour"": ""Jalapeno"", ""texture"": ""Crispy"", ""brandName"": ""CORNITOS"", ""foodStyle"": ""Mexican"", ""netWeight"": ""80 g"", ""shelfLife"": ""Long Shelf Life"", ""snackType"": ""Savory"", ""packetSize"": ""Single-Use"", ""productType"": ""Chips"", ""seasonalUse"": ""Anytime Snack"", ""dippingSauce"": ""Salsa"", ""foodAllergen"": ""Corn"", ""packQuantity"": ""1 Each"", ""priceSegment"": ""Affordable"", ""tasteProfile"": ""Spicy"", ""keyIngredient"": ""Corn"", ""packagingType"": ""Tray"", ""applicableDiet"": ""Vegetarian"", ""regionOfOrigin"": ""India"", ""specialFeature"": ""Baked"", ""servingSuggestion"": ""Ready to Eat"", ""targetDemographic"": ""Snack Lovers""}",Sweets/Snacks,jalapeno nachos and salsa dip tray baked fried chips rams,jalapeno nachos and salsa dip tray baked fried chips rams | sweets snacks,CORNITOS,"Sweets, Snacks",Sweets,51
7b9e3ac2-cff5-4f60-b059-56e3c036d72b,Cornitos Corn Nut Spicy Tomato 30 Grams,"{""tags"": [""Corn Nuts"", ""Snacks"", ""Spicy"", ""Tomato Flavor"", ""Light Snack"", ""Crunchy Snack""], ""type"": ""Corn Nuts"", ""scent"": ""Savory"", ""texture"": ""Crunchy"", ""packSize"": ""N/A"", ""netWeight"": ""30 Grams"", ""shelfLife"": ""N/A"", ""packetSize"": ""Single-Use"", ""productForm"": ""Whole"", ""seasonalUse"": ""All Year"", ""priceSegment"": ""Affordable"", ""productBrand"": ""Cornitos"", ""productColor"": ""Golden Yellow"", ""sourceRegion"": ""N/A"", ""varietyGrade"": ""N/A"", ""packagingType"": ""Resealable Bag"", ""certifications"": ""N/A"", ""mainIngredient"": ""Corn"", ""flavorSeasoning"": ""Spicy Tomato"", ""preparationType"": ""N/A"", ""applicationMethod"": ""Snack"", ""servingSuggestion"": ""As a Snack"", ""targetDemographic"": ""General"", ""dietaryPreferences"": ""Vegetarian"", ""cookingInstructions"": ""N/A""}",Dry Fruits/Seeds,nut spicy tomato,nut spicy tomato | dry fruits seeds,Cornitos,"Dry Fruits, Seeds",Dry Fruits,-1
7cd7c7cd-780f-4a1d-88dc-c84d3c666253,CORNITOS Chana Crusties Cheesy Garlic 50g Bag 50 Grams,"{""tags"": [""snack"", ""cheesy"", ""garlic"", ""puffs"", ""corn snacks"", ""savory snacks""], ""color"": ""Blue"", ""scent"": ""Cheesy"", ""flavour"": ""Cheesy Garlic"", ""texture"": ""Crunchy"", ""brandName"": ""CORNITOS"", ""netWeight"": ""50 g"", ""snackType"": ""Savory"", ""expiryDate"": null, ""packetSize"": ""Single-Use"", ""properties"": [""resealable""], ""productType"": ""Cheesy Garlic Puffs"", ""seasonalUse"": ""Year-Round"", ""packQuantity"": ""1 Each"", ""priceSegment"": ""Affordable"", ""keyIngredient"": ""Corn"", ""certifications"": null, ""specialFeature"": null, ""applicationMethod"": ""Ready to Eat"", ""packagingMaterial"": ""Plastic"", ""servingSuggestion"": ""Standalone Snack"", ""targetDemographic"": ""All Ages"", ""storageInstruction"": ""Keep in a cool, dry place"", ""manufacturingLocation"": ""India""}",Sweets/Snacks,chana crusties cheesy garlic rams,chana crusties cheesy garlic rams | sweets snacks,CORNITOS,"Sweets, Snacks",Sweets,11
7e90a5e7-ce83-4aff-aa13-58b1193c5fd0,CORNITOS Party Mix Nuts 10 Grams,"{""tags"": [""CORNITOS"", ""Party Mix"", ""Nuts"", ""Snack"", ""10 Grams""], ""scent"": ""Nutty"", ""texture"": ""Crunchy"", ""packSize"": ""N/A"", ""netWeight"": ""10 Grams"", ""packetSize"": ""Single-Use"", ""properties"": [""❌ resealable""], ""brandOrigin"": ""N/A"", ""productType"": ""Nuts"", ""seasonalUse"": ""Any"", ""servingSize"": ""N/A"", ""allergenInfo"": ""Contains Nuts"", ""priceSegment"": ""Affordable"", ""productBrand"": ""CORNITOS"", ""sourceRegion"": ""N/A"", ""varietyGrade"": ""N/A"", ""certification"": ""N/A"", ""cookingMethod"": ""N/A"", ""packagingType"": ""Single Packet"", ""flavorSeasoning"": ""N/A"", ""preparationType"": ""N/A"", ""applicationMethod"": ""Snack"", ""dietaryPreference"": ""Vegetarian"", ""packagingMaterial"": ""Plastic"", ""promotionalClaims"": ""N/A"", ""servingSuggestion"": ""Best served as a snack"", ""targetDemographic"": ""General""}",Dry Fruits/Seeds,party mix nuts,party mix nuts | dry fruits seeds,Cornitos,"Dry Fruits, Seeds",Dry Fruits,30
7ed9b1df-9119-48b7-90f5-9ba69c1e90c1,Cornitos Tomato Mexicana 60 Grams,"{""tags"": [""snacks"", ""crisps"", ""snack time"", ""gluten free"", ""tomato flavour""], ""scent"": ""Savory"", ""flavour"": ""Tomato"", ""texture"": ""Crispy"", ""brandName"": ""Cornitos"", ""foodGroup"": ""Snacks"", ""netWeight"": ""60 g"", ""packetSize"": ""Single-Use"", ""properties"": [""❌ resealable""], ""productType"": ""Nacho Crisps"", ""seasonalUse"": ""Anytime"", ""packQuantity"": ""1 Each"", ""priceSegment"": ""Affordable"", ""tasteProfile"": ""Savory"", ""keyIngredient"": ""Tomato"", ""specialFeature"": ""Gluten Free"", ""spicinessLevel"": ""Mild"", ""applicationMethod"": ""Snacking"", ""dietaryPreference"": ""Non-Vegan"", ""packagingMaterial"": ""Plastic"", ""servingSuggestion"": ""Ready to eat"", ""targetDemographic"": ""All ages"", ""storageInstructions"": ""Store in a cool, dry place""}",Sweets/Snacks,tomato mexicana rams,tomato mexicana rams | sweets snacks,Cornitos,"Sweets, Snacks",Sweets,43
7fb23762-9b7f-412a-a860-fd531e4e3afc,Cornitos Nachos Institutional Pack 50 Grams,"{""tags"": [""Nacho"", ""Cornitos"", ""Snacks"", ""Tortilla Chips"", ""Institutional Pack""], ""scent"": null, ""flavour"": null, ""texture"": ""Crispy"", ""brandName"": ""Cornitos"", ""netWeight"": ""50 Grams"", ""packetSize"": ""Single-Use"", ""properties"": [""❌ resealable""], ""productType"": ""Tortilla Chips"", ""seasonalUse"": ""All Seasons"", ""packQuantity"": ""1 Each"", ""priceSegment"": ""Affordable"", ""keyIngredient"": null, ""packagingType"": ""Packet"", ""certifications"": null, ""dietPreference"": null, ""specialFeature"": null, ""packagingMaterial"": ""Plastic"", ""targetDemographic"": ""General""}",Sweets/Snacks,nachos institutional,nachos institutional | sweets snacks,Cornitos,"Sweets, Snacks",Sweets,-1
8334ee30-ac14-499e-8488-ff0e29ae6d1c,CORNITOS RANCH CUCUMBER DIP Cheesy 100 Grams,"{""tags"": [""cheesy dip"", ""ranch cucumber"", ""snack"", ""dipping sauce"", ""CORNITOS""], ""scent"": ""Savory"", ""texture"": ""Creamy"", ""packSize"": ""N/A"", ""brandName"": ""CORNITOS"", ""netWeight"": ""100 Grams"", ""packetSize"": ""Single-Use"", ""properties"": [""❌ organic"", ""❌ has preservatives""], ""spiceLevel"": ""Mild"", ""brandOrigin"": ""India"", ""productType"": ""Dip"", ""seasonalUse"": ""Year-round"", ""priceSegment"": ""Affordable"", ""tasteProfile"": ""Savory"", ""containerType"": ""Pouch"", ""usageOccasion"": ""Snacking"", ""certifications"": ""N/A"", ""cuisineOrUsage"": ""N/A"", ""flavourProfile"": ""Cheesy"", ""mainIngredient"": ""Cucumber"", ""applicationMethod"": ""Dipping"", ""dietaryAttributes"": ""N/A"", ""targetDemographic"": ""All ages"", ""pairingSuggestions"": ""Chips, Vegetables""}",Sauces/Spreads/Dips/Condiments,ranch cucumber dip cheesy,ranch cucumber dip cheesy | sauces spreads dips condiments,CORNITOS,"Sauces, Spreads, Dips, Condiments",Sauces,2
8430bada-2be3-4f7b-9040-8a941e3aec29,CORNITOS Sizzlin Jalapeno X 16 BAKED AND FRIED CORN CHIPS 2400 Grams,"{""tags"": [""snack"", ""chips"", ""spicy"", ""jalapeno"", ""corn"", ""fried""], ""scent"": ""Spicy"", ""flavour"": ""Jalapeno"", ""tagline"": ""Tasty and Crunchy Snack"", ""texture"": ""Crispy"", ""brandName"": ""CORNITOS"", ""netWeight"": ""2400 g"", ""fatContent"": ""Moderate"", ""packetSize"": ""Multi-Use"", ""properties"": [""❌ resealability""], ""productType"": ""Chips"", ""seasonalUse"": ""Anytime"", ""packQuantity"": ""1 Each"", ""priceSegment"": ""Affordable"", ""transparency"": ""Opaque"", ""keyIngredient"": ""Corn"", ""caloricContent"": ""High"", ""packagingShape"": ""Box"", ""specialFeature"": ""Fried"", ""applicationMethod"": ""Snack"", ""availableVariants"": ""Sizzlin Jalapeno"", ""packagingMaterial"": ""Cardboard"", ""targetDemographic"": ""All Ages"", ""storageInstructions"": ""Store in a cool, dry place""}",Sweets/Snacks,sizzlin jalapeno x baked and fried chips rams,sizzlin jalapeno x baked and fried chips rams | sweets snacks,CORNITOS,"Sweets, Snacks",Sweets,56
850605ff-5c63-4d23-a3cd-3c7d9a6c2301,CORNITOS Honey Chili Almonds 200 Grams,"{""tags"": [""Honey Chili"", ""Flavoured Almonds"", ""Cornitos"", ""Dry Fruits"", ""Snacks""], ""type"": ""Almonds"", ""packSize"": null, ""netWeight"": ""200 Grams"", ""packetSize"": ""Multi-Use"", ""priceSegment"": ""Premium"", ""productBrand"": ""Cornitos"", ""sourceRegion"": null, ""varietyGrade"": null, ""flavorSeasoning"": ""Honey Chili"", ""preparationType"": ""Flavoured""}",Dry Fruits/Seeds,honey chili almonds,honey chili almonds | dry fruits seeds,Cornitos,"Dry Fruits, Seeds",Dry Fruits,27
86337c92-d52e-4267-915d-611ed49ba27a,Cornitos Roasted Salted Peanut 200 Grams,"{""tags"": [""peanuts"", ""snack"", ""healthy snacks"", ""gluten-free"", ""crunchy"", ""salted""], ""type"": ""Peanuts"", ""scent"": ""Nutty"", ""texture"": ""Crunchy"", ""packSize"": ""N/A"", ""netWeight"": ""200 Grams"", ""shelfLife"": ""N/A"", ""properties"": [""vegan"", ""gluten free""], ""seasonalUse"": ""All Year"", ""suitableFor"": ""Vegans, Health-Conscious Consumers"", ""priceSegment"": ""Premium"", ""productBrand"": ""Cornitos"", ""sourceRegion"": ""India"", ""varietyGrade"": ""Premium"", ""certification"": ""N/A"", ""packagingType"": ""Resealable"", ""nutritionClaim"": ""Source of Protein, Source of Fiber, Zero Cholesterol"", ""countryOfOrigin"": ""India"", ""flavorSeasoning"": ""Salted"", ""preparationType"": ""Roasted, Salted"", ""applicationMethod"": ""Snack"", ""targetDemographic"": ""Active Lifestyle"", ""storageInstructions"": ""Store in a cool, dry place""}",Dry Fruits/Seeds,roasted salted peanut,roasted salted peanut | dry fruits seeds,Cornitos,"Dry Fruits, Seeds",Dry Fruits,31
86bf4e3d-df19-4752-89b2-632efe1f9676,CORNITOS Cheese Ranch Cucumber Dip X 12 Spread 3600 Grams,"{""tags"": [""Cornitos"", ""Cucumber Dip"", ""Spread"", ""Dip""], ""scent"": ""N/A"", ""texture"": ""Creamy"", ""packSize"": ""Pack of 12"", ""brandName"": ""CORNITOS"", ""netWeight"": ""3600 Grams"", ""packetSize"": ""Multi-Use"", ""properties"": [""resealability""], ""productType"": ""Dip"", ""seasonalUse"": ""All Year"", ""userReviews"": ""N/A"", ""priceSegment"": ""Affordable"", ""containerType"": ""Pouch"", ""certifications"": ""N/A"", ""cuisineOrUsage"": ""N/A"", ""flavourProfile"": ""N/A"", ""mainIngredient"": ""N/A"", ""marketingClaims"": ""N/A"", ""applicationMethod"": ""Spread"", ""dietaryAttributes"": ""N/A"", ""packagingMaterial"": ""Cardboard"", ""servingSuggestion"": ""N/A"", ""targetDemographic"": ""General"", ""storageInstructions"": ""N/A""}",Sauces/Spreads/Dips/Condiments,cheese ranch cucumber dip x spread,cheese ranch cucumber dip x spread | sauces spreads dips condiments,CORNITOS,"Sauces, Spreads, Dips, Condiments",Sauces,2
8834e30e-c7e1-452e-8162-4948f323b87b,Cornitos Corn Nut Chile Picante 30 Grams,"{""tags"": [""Cornitos"", ""Corn Nuts"", ""Lemon Chilli"", ""Roasted"", ""Crunchy"", ""Snacks"", ""Sunflower Oil"", ""Rich in Fiber"", ""Rich in Iron"", ""30 Grams""], ""type"": ""Corn Nuts"", ""texture"": ""Crunchy"", ""netWeight"": ""30 Grams"", ""packetSize"": ""Single-Use"", ""properties"": [""resealable""], ""ironContent"": ""Rich in Iron"", ""fiberContent"": ""Rich in Fiber"", ""priceSegment"": ""Affordable"", ""productBrand"": ""Cornitos"", ""sourceRegion"": null, ""varietyGrade"": null, ""marketingClaim"": ""Goodness of Sunflower Oil"", ""flavorSeasoning"": ""Lemon Chilli Cilantro"", ""preparationType"": ""Roasted"", ""packagingMaterial"": ""Pouch""}",Dry Fruits/Seeds,nut chile picante,nut chile picante | dry fruits seeds,Cornitos,"Dry Fruits, Seeds",Dry Fruits,-1
8964997f-bfe1-40b1-bee6-013041a180d9,CORNITOS SPINACH Nachos BAKED AND FRIED CORN CHIPS 200 Grams,"{""tags"": [""Nachos"", ""Healthy Snack"", ""Vegan"", ""Crunchy"", ""Corn Chips""], ""color"": ""Green"", ""scent"": ""Savory"", ""region"": ""Indian"", ""flavour"": ""Spinach"", ""texture"": ""Crispy"", ""calories"": ""120 per serving"", ""brandName"": ""Cornitos"", ""netWeight"": ""200 g"", ""packetSize"": ""Single-Use"", ""productType"": ""Chips"", ""seasonalUse"": ""Year-Round"", ""servingSize"": ""30 g"", ""availability"": ""Online"", ""packQuantity"": ""1 Each"", ""priceSegment"": ""Affordable"", ""dietaryClaims"": ""Vegetarian"", ""keyIngredient"": ""Corn"", ""certifications"": ""Food Safety"", ""specialFeature"": ""Baked"", ""applicationMethod"": ""Snack"", ""packagingMaterial"": ""Plastic"", ""targetDemographic"": ""Vegan Consumers"", ""storageInstructions"": ""Store in a cool, dry place""}",Sweets/Snacks,spinach nachos baked and fried chips rams,spinach nachos baked and fried chips rams | sweets snacks,Cornitos,"Sweets, Snacks",Sweets,-1
8a511d91-c2df-47e3-8178-2a8cc40e84be,Cornitos Chunky Salsa Mild 330 Grams,"{""tags"": [""salsa"", ""chunky salsa"", ""Cornitos"", ""dip"", ""tomato"", ""jalapeno"", ""mild flavor""], ""texture"": ""Chunky"", ""calories"": ""66 kcal per 100g"", ""packSize"": ""N/A"", ""brandName"": ""Cornitos"", ""netWeight"": ""330 Grams"", ""dietaryTag"": ""N/A"", ""expiration"": ""Best before 12 months from manufacture"", ""packetSize"": ""Single-Use"", ""spiceLevel"": ""Mild"", ""ingredients"": ""Tomato, Onion, Jalapeno, Spices"", ""productType"": ""Salsa"", ""seasonalUse"": ""Year-Round"", ""priceSegment"": ""Affordable"", ""packagingType"": ""Glass Jar"", ""preservatives"": ""N/A"", ""certifications"": ""Food Safety Compliant"", ""primaryFlavour"": ""Tomato Onion Jalapeno"", ""countryOfOrigin"": ""India"", ""applicationMethod"": ""Dipping"", ""servingSuggestion"": ""Pairs well with chips and as a dip"", ""targetDemographic"": ""All Ages"", ""storageInstructions"": ""Store in a cool, dry place""}",Desserts/Desserts Sauces/Toppings,chunky salsa mild,chunky salsa mild | desserts desserts sauces toppings,Cornitos,"Desserts, Desserts Sauces, Toppings",Desserts,6
8b140781-0dbc-4fd4-a05f-de19e3b192ef,CORNITOS Lime And Mint X 18 BAKED FRIED CORN CHIPS 990 Grams,"{""tags"": [""Cornitos"", ""Snacks"", ""Healthy"", ""Lime"", ""Mint"", ""Baked"", ""Crispy"", ""Vegetarian""], ""origin"": ""India"", ""flavour"": ""Lime and Mint"", ""texture"": ""Crispy"", ""brandName"": ""Cornitos"", ""netWeight"": ""990 Grams"", ""shelfLife"": ""12 Months"", ""packetSize"": ""Multi-Use"", ""productType"": ""Chips"", ""allergenInfo"": ""Contains corn"", ""packQuantity"": null, ""priceSegment"": ""Premium"", ""certification"": ""FSSAI"", ""keyIngredient"": ""Corn"", ""resealability"": ""Non-resealable"", ""specialFeature"": ""Baked"", ""marketingClaims"": ""Gluten Free"", ""productionMethod"": ""Baked"", ""dietaryPreference"": ""Vegetarian"", ""packagingMaterial"": ""Cardboard"", ""targetDemographic"": ""Adults""}",Sweets/Snacks,lime and mint x baked fried chips,lime and mint x baked fried chips | sweets snacks,Cornitos,"Sweets, Snacks",Sweets,62
8bf1c53d-eac2-44c8-bc3c-812758abfd47,Cornitos Nacho Crisps Assorted Pack Of 10 600 Grams,"{""tags"": [""Nacho Crisps"", ""Snacks"", ""Assorted Flavors"", ""Cornitos"", ""Party Snacks""], ""color"": ""Yellow"", ""scent"": ""Savory"", ""region"": ""Product of India"", ""flavour"": ""Assorted"", ""texture"": ""Crispy"", ""brandName"": ""Cornitos"", ""eventType"": ""Party"", ""netWeight"": ""600 g"", ""packetSize"": ""Multi-Use"", ""spiceLevel"": ""Medium"", ""crunchLevel"": ""Crisp"", ""packageType"": ""Box"", ""productType"": ""Chips"", ""seasonalUse"": ""N/A"", ""packQuantity"": ""10 Each"", ""priceSegment"": ""Affordable"", ""keyIngredient"": ""N/A"", ""caloricContent"": ""N/A"", ""specialFeature"": ""N/A"", ""dietaryPreference"": ""N/A"", ""packagingMaterial"": ""Cardboard"", ""servingSuggestion"": ""N/A"", ""targetDemographic"": ""General"", ""pairingSuggestions"": ""N/A""}",Sweets/Snacks,nacho crisps assorted of rams,nacho crisps assorted of rams | sweets snacks,Cornitos,"Sweets, Snacks",Sweets,47
