brandSKUId,label,facets_jsonb,categoryLabel,normalized_name,core_identity,brand_extracted,categories_parsed,primary_category,cluster_id
0047a5ab-5b95-4996-8557-d8fac814279b,"Haldiram - Kaju Katli, 500 Gram","{""tags"": [""Haldiram"", ""Kaju Katli"", ""Sweets"", ""Indian Desserts"", ""Cashew""], ""color"": ""White"", ""scent"": ""Nutty"", ""shape"": ""Square"", ""flavour"": null, ""texture"": ""Soft"", ""brandName"": ""Haldiram"", ""netWeight"": ""500 g"", ""expiryDate"": ""6 months from manufacturing"", ""packetSize"": ""Multi-Use"", ""productType"": ""Kaju Katli"", ""seasonalUse"": ""Festive"", ""allergenInfo"": ""Contains nuts"", ""packQuantity"": ""1 Each"", ""priceSegment"": ""Premium"", ""certification"": ""FSSAI"", ""keyIngredient"": ""Cashew"", ""specialFeature"": null, ""countryOfOrigin"": ""India"", ""applicationMethod"": ""Ready to Eat"", ""servingSuggestion"": ""Can be served as dessert"", ""targetDemographic"": ""General"", ""storageInstructions"": ""Store in a cool, dry place""}",Sweets/Snacks,kaju katli,kaju katli | sweets snacks,Haldiram,"Sweets, Snacks",Sweets,365
7ce371b5-7687-4a5c-a12c-9abb62426b1e,"Haldiram - Garlic Scallion, 180 Gram","{""tags"": [""Crunchy Snack"", ""Garlic Scallion"", ""Indian Snack"", ""Crispy Snack"", ""Snack Time""], ""scent"": ""Savory"", ""flavour"": ""Garlic Scallion"", ""texture"": ""Crispy"", ""brandName"": ""HALDIRAM"", ""netVolume"": ""N/A"", ""netWeight"": ""180 Grams"", ""shelfLife"": ""6 Months"", ""snackForm"": ""N/A"", ""packetSize"": ""Single-Use"", ""specialTag"": ""N/A"", ""seasonalUse"": ""Anytime"", ""allergenInfo"": ""Contains wheat"", ""priceSegment"": ""Affordable"", ""certification"": ""FSSAI"", ""cookingMethod"": ""Ready to eat"", ""countUnitEach"": ""N/A"", ""packagingType"": ""Flexible Bag"", ""customerRating"": ""N/A"", ""dietPreference"": ""Vegetarian"", ""countryOfOrigin"": ""India"", ""applicationMethod"": ""Snack"", ""servingSuggestion"": ""Eat as a snack"", ""targetDemographic"": ""General""}",Crunchy Snack,garlic scallion,garlic scallion | crunchy snack,HALDIRAM,Crunchy Snack,Crunchy Snack,-1
7d1c330e-c107-4a7f-a8ce-c6c627150145,"Haldiram - Snac Lite Penne Pasta, Rs.5/-","{""tags"": [""Haldiram"", ""Snac Lite"", ""Pasta"", ""Crunchy Snack"", ""Indian Snack""], ""scent"": ""Mild"", ""flavour"": ""N/A"", ""texture"": ""Crunchy"", ""brandName"": ""HALDIRAM"", ""netVolume"": ""N/A"", ""netWeight"": ""N/A"", ""snackForm"": ""Pasta"", ""packetSize"": ""Single-Use"", ""properties"": [""barcode available""], ""specialTag"": ""N/A"", ""seasonalUse"": ""Year-Round"", ""isGlutenFree"": ""N/A"", ""priceSegment"": ""Affordable"", ""countUnitEach"": ""N/A"", ""packagingType"": ""Resealable"", ""expirationInfo"": ""Best Before Date"", ""salesPromotion"": ""Discounted Price"", ""countryOfOrigin"": ""India"", ""applicationMethod"": ""Ready to Eat"", ""dietaryPreference"": ""Vegetarian"", ""nutritionalClaims"": ""N/A"", ""servingSuggestion"": ""Snack Anytime"", ""targetDemographic"": ""All Ages"", ""storageInstructions"": ""Store in a cool, dry place""}",Sweets/Snacks,snac lite penne pasta,snac lite penne pasta | sweets snacks,HALDIRAM,"Sweets, Snacks",Sweets,-1
7d30c893-5592-4dec-b28b-2b244a179fd4,"Haldiram - Bhel Puri, 200 Gram","{""tags"": [""Bhel Puri"", ""Crunchy Snack"", ""Haldiram""], ""scent"": ""Savory"", ""cuisine"": ""Indian"", ""flavour"": ""N/A"", ""texture"": ""Crispy"", ""brandName"": ""HALDIRAM"", ""netVolume"": ""N/A"", ""netWeight"": ""200 Grams"", ""snackForm"": ""N/A"", ""packetSize"": ""Single-Use"", ""properties"": [""contains nuts""], ""specialTag"": ""N/A"", ""spiceLevel"": ""Mild"", ""volumeUnit"": ""Grams"", ""brandOrigin"": ""India"", ""packageType"": ""Resealable Bag"", ""seasonalUse"": ""Any Season"", ""isGlutenFree"": ""N/A"", ""priceSegment"": ""Affordable"", ""countUnitEach"": ""N/A"", ""expiryDuration"": ""N/A"", ""applicationMethod"": ""Ready to Eat"", ""dietaryPreference"": ""Vegetarian"", ""packagingMaterial"": ""Plastic"", ""servingSuggestion"": ""N/A"", ""targetDemographic"": ""General""}",Crunchy Snack,bhel puri,bhel puri | crunchy snack,HALDIRAM,Crunchy Snack,Crunchy Snack,62
7d431919-bff9-4f02-8b28-b4406e3a063f,"Haldiram - Baked Diet Gujiya, 400 Gram","{""tags"": [""Haldiram"", ""Gujiya"", ""Baked"", ""Snack"", ""Diet"", ""Sweet"", ""Indian Snacks""], ""scent"": ""Sweet"", ""shape"": ""Curved"", ""flavour"": ""N/A"", ""texture"": ""Crispy"", ""brandName"": ""Haldiram"", ""netWeight"": ""400 g"", ""packetSize"": ""Single-Use"", ""dietaryType"": ""Vegetarian"", ""productType"": ""Gujiya"", ""seasonalUse"": ""Diwali"", ""packQuantity"": ""1 Each"", ""priceSegment"": ""Affordable"", ""cookingMethod"": ""N/A"", ""keyIngredient"": ""N/A"", ""certifications"": ""N/A"", ""specialFeature"": ""Baked"", ""countryOfOrigin"": ""India"", ""applicationMethod"": ""Ready to Eat"", ""nutritionalClaims"": ""Low Fat, No Cholesterol, No Added Sugars"", ""servingSuggestion"": ""Snack Time"", ""targetDemographic"": ""All Ages"", ""allergenInformation"": ""Contains Wheat"", ""storageInstructions"": ""Store in a cool, dry place""}",Sweets/Snacks,baked diet gujiya,baked diet gujiya | sweets snacks,Haldiram,"Sweets, Snacks",Sweets,298
7d5481fb-8195-4b8c-8270-fb4f7d026d5e,"Haldiram - Cherish Assorted Belgian Chocolate, 280 Gram","{""tags"": [""chocolate"", ""assorted"", ""gift"", ""premium"", ""Haldiram""], ""color"": ""Dark Blue"", ""scent"": ""Chocolate"", ""theme"": ""Floral"", ""origin"": ""India"", ""texture"": ""Smooth"", ""features"": ""Assorted flavors"", ""mainType"": ""Assorted Chocolates"", ""brandName"": ""Haldiram"", ""netLitres"": null, ""netVolume"": null, ""netWeight"": ""280 Grams"", ""unitCount"": null, ""brandStory"": ""Established tradition of quality"", ""packetSize"": ""Multi-Use"", ""visibility"": ""Visible"", ""seasonalUse"": ""All Year"", ""occasionType"": ""Gift Pack"", ""priceSegment"": ""Premium"", ""packagingType"": ""Gift Box"", ""certifications"": ""N/A"", ""cocoaPercentage"": null, ""applicationMethod"": ""Eaten as a snack"", ""packagingMaterial"": ""Box"", ""specialAttributes"": null, ""targetDemographic"": ""General Audience"", ""flavourOrIngredient"": ""Chocolate""}",Confectionery/Chocolates,cherish assorted belgian chocolate,cherish assorted belgian chocolate | confectionery chocolates,Haldiram,"Confectionery, Chocolates",Confectionery,215
7d6124e5-4f21-4795-b2a0-5aca9cce131d,"Haldiram - Cherish Coated Almonds Rose, 100 Gram","{""tags"": [""Haldiram"", ""Cherish"", ""Coated Almonds"", ""Rose Flavour"", ""Premium Confectionery""], ""color"": ""Pink"", ""scent"": ""Floral"", ""nutType"": ""Almond"", ""texture"": ""Crunchy"", ""mainType"": ""Candy"", ""brandName"": ""Haldiram"", ""netLitres"": null, ""netVolume"": null, ""netWeight"": ""100 Grams"", ""unitCount"": null, ""packetSize"": ""Single-Use"", ""productForm"": ""Coated"", ""seasonalUse"": null, ""occasionType"": ""Gift Pack"", ""priceSegment"": ""Premium"", ""packagingType"": ""Box"", ""cocoaPercentage"": null, ""storageCondition"": ""Cool and Dry Place"", ""applicationMethod"": ""Snack"", ""servingSuggestion"": ""Raw"", ""specialAttributes"": null, ""targetDemographic"": ""Adults"", ""flavourOrIngredient"": ""Rose"", ""recyclableMaterials"": ""Cardboard""}",Confectionery/Chocolates,cherish coated almonds rose,cherish coated almonds rose | confectionery chocolates,Haldiram,"Confectionery, Chocolates",Confectionery,234
7d93dcd8-361b-4a3d-807b-1b463ccd9d9d,"Haldiram - Dhania Powder Box, 100 Gram","{""tags"": [""coriander"", ""spice"", ""culinary"", ""Indian cuisine"", ""Haldiram's""], ""color"": ""N/A"", ""scent"": ""Earthy"", ""texture"": ""Fine"", ""variety"": ""N/A"", ""dietType"": ""N/A"", ""packSize"": ""N/A"", ""brandName"": ""Haldiram's"", ""netWeight"": ""100 Grams"", ""spiceType"": ""Coriander Powder"", ""expiryDate"": ""N/A"", ""packetSize"": ""Single-Use"", ""netWeightKg"": ""0.1 Kilograms"", ""productType"": ""Spice"", ""seasonalUse"": ""All Year"", ""priceSegment"": ""Affordable"", ""certification"": ""N/A"", ""packagingType"": ""Box"", ""usageOccasion"": ""N/A"", ""ingredientForm"": ""Powder"", ""spiceHeatLevel"": ""N/A"", ""nutritionalValue"": ""N/A"", ""applicationMethod"": ""Cooking"", ""manufacturingDate"": ""10.02.2022"", ""targetDemographic"": ""General"", ""storageInstructions"": ""Store in a cool, dry place""}",Herbs/Spices,dhania powder box,dhania powder box | herbs spices,Haldiram's,"Herbs, Spices",Herbs,32
7daa1487-35ca-49e8-b837-43d682311e52,"Haldiram - Exotic Collection, 600 Gram","{""tags"": [""Haldiram"", ""Exotic Collection"", ""Dry Fruits"", ""Premium Snack"", ""Mix Nuts""], ""type"": ""Exotic Collection"", ""scent"": ""N/A"", ""texture"": ""Mixed"", ""packSize"": ""N/A"", ""netWeight"": ""600 Grams"", ""packetSize"": ""Multi-Use"", ""dietaryInfo"": ""N/A"", ""seasonalUse"": ""Any"", ""servingSize"": ""N/A"", ""allergenInfo"": ""N/A"", ""priceSegment"": ""Premium"", ""productBrand"": ""Haldiram"", ""sourceRegion"": ""N/A"", ""varietyGrade"": ""N/A"", ""cookingMethod"": ""N/A"", ""packagingType"": ""Box"", ""certifications"": ""N/A"", ""flavorSeasoning"": ""N/A"", ""preparationType"": ""N/A"", ""nutritionalFacts"": ""N/A"", ""applicationMethod"": ""Snack"", ""packagingMaterial"": ""Plastic"", ""servingSuggestion"": ""N/A"", ""targetDemographic"": ""General""}",Dry Fruits/Seeds,exotic collection,exotic collection | dry fruits seeds,Haldiram,"Dry Fruits, Seeds",Dry Fruits,-1
7dd1b13f-78e6-46de-b13d-dd69e9770f8b,"Haldiram - Fried Rice, 75 Gram","{""tags"": [""Haldiram"", ""Fried Rice"", ""Instant Food"", ""Quick Meal"", ""Pack of 1"", ""Affordable""], ""brand"": ""Haldiram"", ""texture"": ""Fried"", ""dishType"": ""Side Dish"", ""mealType"": ""Instant Meal"", ""netWeight"": ""75 Gram"", ""packetSize"": ""Single-Use"", ""cookingTime"": ""8 minutes"", ""packageType"": ""Pack"", ""productForm"": ""Rice"", ""productType"": ""Fried Rice"", ""dietaryClaim"": null, ""priceSegment"": ""Affordable"", ""flavorProfile"": ""Savory"", ""usageOccasion"": ""Quick Meal"", ""certifications"": null, ""spicinessLevel"": ""Mild"", ""packagingMaterial"": ""Plastic"", ""targetDemographic"": ""General"", ""servingOrMultipack"": ""Pack of 1"", ""flavourOrIngredient"": null, ""preparedServingSize"": ""Single Serving"", ""storageInstructions"": ""Store in a cool, dry place""}",Ready To Cook & Eat,fried rice,fried rice | ready to cook & eat,Haldiram,Ready To Cook & Eat,Ready To Cook & Eat,8
7ddec7ee-a6ca-4f5e-86fa-8789db9061cb,"Haldiram - Gourmet Delight, 655 Gram","{""tags"": [""Haldiram"", ""Gourmet"", ""Snacks"", ""Sweets"", ""Indian Snacks"", ""Savory Snacks""], ""color"": ""Mixed"", ""scent"": ""Savory"", ""shape"": ""Assorted"", ""flavour"": ""N/A"", ""texture"": ""Crispy"", ""brandName"": ""Haldiram"", ""netWeight"": ""655 g"", ""packetSize"": ""Multi-Use"", ""productType"": ""Gourmet Mix"", ""seasonalUse"": ""Anytime Snack"", ""packQuantity"": ""1 Each"", ""priceSegment"": ""Premium"", ""certification"": ""N/A"", ""keyIngredient"": ""N/A"", ""packagingType"": ""Box"", ""productOrigin"": ""India"", ""specialFeature"": ""N/A"", ""allergenWarning"": ""May contain Nuts"", ""applicationMethod"": ""Ready to Eat"", ""servingSuggestion"": ""Snack on its own"", ""targetDemographic"": ""General Audience"", ""storageInstructions"": ""Cool and Dry Place""}",Sweets/Snacks,gourmet delight,gourmet delight | sweets snacks,Haldiram,"Sweets, Snacks",Sweets,-1
7e4c8e53-4515-427d-9c3c-8e5afeebeb56,"Haldiram - Chana Jor Garam, 20 Gram","{""tags"": [""Crunchy Snack"", ""Savory Snack"", ""HALDIRAM""], ""scent"": ""Savory"", ""offers"": ""Great Taste"", ""flavour"": ""N/A"", ""texture"": ""Crunchy"", ""brandName"": ""HALDIRAM"", ""netWeight"": ""20 Grams"", ""snackForm"": ""N/A"", ""packetSize"": ""Single-Use"", ""properties"": [""❌ resealability""], ""specialTag"": ""N/A"", ""productType"": ""Snack"", ""seasonalUse"": ""Year-Round"", ""priceSegment"": ""Affordable"", ""countUnitEach"": ""1 Each"", ""productOrigin"": ""India"", ""packagingShape"": ""Flat Packet"", ""nutritionalInfo"": ""High Protein"", ""applicationMethod"": ""Snack"", ""dietaryPreference"": ""Vegetarian"", ""packagingMaterial"": ""Plastic"", ""servingSuggestion"": ""Ideal for parties"", ""targetDemographic"": ""General Audience""}",Crunchy Snack,chana jor garam,chana jor garam | crunchy snack,HALDIRAM,Crunchy Snack,Crunchy Snack,181
7e5eec9c-89ed-4b25-9181-b2850cef6dab,"Haldiram - Snac Lite Fingers, 50 Gram","{""tags"": [""snack"", ""crunchy snack"", ""Haldiram"", ""light snack"", ""Indian snack""], ""scent"": null, ""flavour"": null, ""texture"": ""Crunchy"", ""brandName"": ""HALDIRAM"", ""netVolume"": null, ""netWeight"": ""50 Grams"", ""shelfLife"": null, ""snackForm"": ""Fingers"", ""packetSize"": ""Single-Use"", ""specialTag"": null, ""netQuantity"": ""1 Pack"", ""seasonalUse"": null, ""allergenInfo"": null, ""priceSegment"": ""Affordable"", ""cookingMethod"": null, ""countUnitEach"": null, ""certifications"": null, ""countryOfOrigin"": null, ""applicationMethod"": ""Ready to Eat"", ""dietaryPreference"": null, ""servingSuggestion"": null, ""targetDemographic"": ""General"", ""storageInstructions"": null}",Sweets/Snacks,snac lite fingers,snac lite fingers | sweets snacks,HALDIRAM,"Sweets, Snacks",Sweets,222
7e868214-c2eb-4b55-b8c3-a46d9c85183b,"Haldiram - Roasted Peanuts Tandoori, Rs.10/- Pouch","{""tags"": [""snack"", ""crunchy"", ""tandoori peanuts"", ""Haldiram"", ""roasted snack"", ""affordable""], ""color"": ""Brown"", ""scent"": ""Nutty"", ""style"": ""Ready-to-Eat"", ""flavour"": ""Tandoori"", ""texture"": ""Crunchy"", ""brandName"": ""HALDIRAM"", ""netVolume"": null, ""netWeight"": ""10 Grams"", ""snackForm"": ""Peanuts"", ""packetSize"": ""Single-Use"", ""properties"": [""❌ resealability""], ""specialTag"": ""Roasted"", ""seasonalUse"": ""Year-Round"", ""allergenInfo"": ""Contains Peanuts"", ""priceSegment"": ""Affordable"", ""tasteProfile"": ""Spicy"", ""countUnitEach"": ""1 Each"", ""dietPreference"": ""Vegetarian"", ""countryOfOrigin"": ""India"", ""applicationMethod"": ""Snack"", ""packagingMaterial"": ""Pouch"", ""servingSuggestion"": ""Ideal for Parties"", ""targetDemographic"": ""General""}",Sweets/Snacks,roasted peanuts tandoori,roasted peanuts tandoori | sweets snacks,HALDIRAM,"Sweets, Snacks",Sweets,295
7ebec50d-884a-4708-ab9b-807494efb6c9,"Haldiram - Dry Fruit Chikki, 400 Gram","{""tags"": [""Dry Fruit"", ""Chikki"", ""Snack"", ""Healthy Snack"", ""Indian Snack""], ""scent"": ""Nutty"", ""shape"": ""Bar"", ""flavour"": null, ""texture"": ""Crunchy"", ""material"": ""Wrapper"", ""brandName"": ""HALDIRAM"", ""netVolume"": null, ""netWeight"": ""400 Grams"", ""snackForm"": ""Chikki"", ""packetSize"": ""Multi-Use"", ""properties"": [""❌ resealability""], ""specialTag"": null, ""cuisineType"": ""Indian"", ""seasonalUse"": ""Year-Round"", ""allergenInfo"": ""Contains Nuts"", ""priceSegment"": ""Affordable"", ""certification"": ""FSSAI Approved"", ""countUnitEach"": null, ""targetAgeGroup"": ""All Ages"", ""productQuantity"": ""20 Each"", ""visibleNutrients"": ""High in Protein"", ""applicationMethod"": ""Snack"", ""preparationMethod"": ""Ready-to-Eat"", ""targetDemographic"": ""General""}",Sweets/Snacks,dry fruit chikki,dry fruit chikki | sweets snacks,HALDIRAM,"Sweets, Snacks",Sweets,299
7ed32b15-a2c6-4ba7-901a-7f9ed50bf5cc,"Haldiram - Tangy Strawberry, 100 Gram","{""tags"": [""dehydrated"", ""fruits"", ""snack"", ""healthy"", ""sweet"", ""Haldiram"", ""strawberry""], ""color"": ""Red"", ""scent"": ""Fruity"", ""shape"": ""Sliced"", ""flavor"": ""Tangy"", ""texture"": ""Dry"", ""allergens"": ""N/A"", ""brandName"": ""Haldiram"", ""comboType"": ""N/A"", ""netWeight"": ""100 Grams"", ""packCount"": ""N/A"", ""shelfLife"": ""2 Years"", ""packetSize"": ""Single-Use"", ""dietQuality"": ""N/A"", ""seasonalUse"": ""Year-Round"", ""priceSegment"": ""Affordable"", ""packagingType"": ""Pouch"", ""productOrigin"": ""India"", ""certifications"": ""N/A"", ""mainIngredient"": ""Strawberry"", ""processingType"": ""N/A"", ""applicationMethod"": ""Snack"", ""servingSuggestion"": ""Eat as a snack or add to desserts"", ""targetDemographic"": ""General"", ""storageInstructions"": ""Keep in a cool, dry place"", ""nutritionalInformation"": ""Contains natural sugars""}",Dehydrated Fruits and Vegetables,tangy strawberry,tangy strawberry | dehydrated fruits and vegetables,Haldiram,Dehydrated Fruits and Vegetables,Dehydrated Fruits and Vegetables,178
7ed76a03-9db2-4de9-9aa8-abfdb761bd65,"Haldiram - Chips Mast Masala, Rs.5/-","{""tags"": [""snack"", ""crunchy"", ""spicy"", ""Mast Masala"", ""HALDIRAM"", ""chips""], ""scent"": ""Spicy"", ""energy"": ""N/A"", ""flavour"": ""Mast Masala"", ""texture"": ""Crispy"", ""calories"": ""N/A"", ""brandName"": ""HALDIRAM"", ""netVolume"": ""N/A"", ""netWeight"": ""N/A"", ""snackForm"": ""Chips"", ""packetSize"": ""Single-Use"", ""specialTag"": ""N/A"", ""ingredients"": ""Potatoes, Spices, Edible Oil"", ""seasonalUse"": ""Anytime"", ""allergenInfo"": ""May contain traces of nuts"", ""priceSegment"": ""Affordable"", ""countUnitEach"": ""N/A"", ""packagingType"": ""Flexible Plastic Bag"", ""productOrigin"": ""India"", ""applicationMethod"": ""Ready-to-eat"", ""dietaryPreference"": ""Vegetarian"", ""servingSuggestion"": ""Snack"", ""targetDemographic"": ""General Audience"", ""productCertification"": ""N/A""}",Crunchy Snack,chips mast masala,chips mast masala | crunchy snack,HALDIRAM,Crunchy Snack,Crunchy Snack,188
7ef46313-18ed-4981-8a3d-e9a25b34f98b,"Haldiram - Meetha Teekha, 780 Gram","{""tags"": [""Haldiram"", ""Mixture"", ""Snacks"", ""Cashew"", ""Affordable"", ""Crispy"", ""Ready-to-Eat""], ""scent"": ""Savory"", ""flavour"": ""N/A"", ""texture"": ""Crispy"", ""brandName"": ""Haldiram"", ""netWeight"": ""780 g"", ""colorTheme"": ""Red"", ""packetSize"": ""Multi-Use"", ""properties"": [""❌ resealable""], ""productType"": ""Mixture"", ""seasonalUse"": ""N/A"", ""priceSegment"": ""Affordable"", ""productShape"": ""Rectangular"", ""keyIngredient"": ""Cashew"", ""specialFeature"": ""N/A"", ""applicationMethod"": ""Ready-to-Eat"", ""packagingMaterial"": ""Box"", ""targetDemographic"": ""All Ages"", ""dietaryRestriction"": ""N/A""}",Sweets/Snacks,meetha teekha,meetha teekha | sweets snacks,Haldiram,"Sweets, Snacks",Sweets,273
7f2db90b-f0de-4189-b358-7743dec7031c,"Haldiram - Mexilla Sweet Thai Chilli, 75 Gram","{""tags"": [""Crunchy Snack"", ""Tortilla Chips"", ""Sweet Thai Chilli"", ""Haldiram"", ""Spicy Snack""], ""scent"": ""Spicy"", ""flavour"": ""Sweet Thai Chilli"", ""texture"": ""Crunchy"", ""brandName"": ""HALDIRAM"", ""netVolume"": ""N/A"", ""netWeight"": ""75 Grams"", ""shelfLife"": ""N/A"", ""snackForm"": ""Chips"", ""packetSize"": ""Single-Use"", ""properties"": [""vegetarian""], ""specialTag"": ""N/A"", ""seasonalUse"": ""N/A"", ""isGlutenFree"": ""N/A"", ""priceSegment"": ""Affordable"", ""countUnitEach"": ""N/A"", ""packagingType"": ""Bag"", ""productOrigin"": ""India"", ""numberOfPieces"": ""N/A"", ""isHalalCertified"": ""N/A"", ""applicationMethod"": ""Ready to Eat"", ""dietaryPreference"": ""N/A"", ""packagingMaterial"": ""Plastic"", ""targetDemographic"": ""General""}",Crunchy Snack,mexilla sweet thai chilli,mexilla sweet thai chilli | crunchy snack,HALDIRAM,Crunchy Snack,Crunchy Snack,90
7f2f1333-5980-418a-8ac4-33d6d7fea14c,"Haldiram - Plain Burfee, 400 Gram","{""tags"": [""Haldiram"", ""Burfee"", ""Sweets"", ""Indian Sweets"", ""Desserts""], ""color"": ""White"", ""scent"": ""Sweet"", ""flavour"": ""N/A"", ""texture"": ""Soft"", ""brandName"": ""Haldiram"", ""netWeight"": ""400 g"", ""packetSize"": ""Single-Use"", ""productType"": ""Burfee"", ""seasonalUse"": ""Festive"", ""packQuantity"": ""1 Each"", ""priceSegment"": ""Affordable"", ""certification"": ""N/A"", ""keyIngredient"": ""N/A"", ""expirationDate"": ""N/A"", ""specialFeature"": ""N/A"", ""countryOfOrigin"": ""India"", ""applicationMethod"": ""Ready to Eat"", ""dietaryPreference"": ""N/A"", ""servingSuggestion"": ""N/A"", ""targetDemographic"": ""All Ages"", ""allergenInformation"": ""N/A"", ""storageInstructions"": ""Cool and Dry Place""}",Sweets/Snacks,plain burfee,plain burfee | sweets snacks,Haldiram,"Sweets, Snacks",Sweets,375
7f350486-1df0-45dd-94ad-fee3ad33e318,"Haldiram - Chocolate Fillz Cookies, 8 Pieces, 70 Gram","{""tags"": [""cookies"", ""chocolate"", ""snack"", ""Haldiram"", ""sweets"", ""Indian snacks"", ""treats""], ""scent"": ""Chocolate"", ""style"": ""Baked"", ""source"": ""India"", ""flavour"": ""Chocolate"", ""texture"": ""Crispy"", ""occasion"": ""Everyday Treat"", ""brandName"": ""Haldiram"", ""netWeight"": ""70 g"", ""glutenFree"": null, ""packetSize"": ""Single-Use"", ""productType"": ""Cookies"", ""seasonalUse"": ""Year-Round"", ""suitableFor"": ""Tea Time"", ""packQuantity"": ""8 Each"", ""priceSegment"": ""Affordable"", ""tasteProfile"": ""Sweet"", ""keyIngredient"": null, ""veganFriendly"": null, ""specialFeature"": null, ""certifiedOrganic"": null, ""applicationMethod"": ""Snack"", ""pairingSuggestion"": ""Milk"", ""targetDemographic"": ""General""}",Sweets/Snacks,chocolate fillz cookies pieces,chocolate fillz cookies pieces | sweets snacks,Haldiram,"Sweets, Snacks",Sweets,-1
7f561450-0820-4862-bcbd-5af3acc69e4b,"Haldiram - Nutty Factory Seeds & Nuts Mild Masala, 200 Gram","{""tags"": [""Haldiram"", ""snack"", ""mild masala"", ""nuts"", ""high protein"", ""healthy snack""], ""type"": ""Nuts"", ""scent"": ""Savory"", ""feature"": ""Flavorful snack"", ""nutType"": ""Mixed Nuts"", ""texture"": ""Crunchy"", ""calories"": ""N/A"", ""packSize"": ""N/A"", ""allergens"": ""Contains nuts"", ""netWeight"": ""200 Grams"", ""packetSize"": ""Multi-Use"", ""ingredients"": ""Nuts, spices"", ""seasonalUse"": ""Year-round"", ""priceSegment"": ""Affordable"", ""productBrand"": ""Haldiram"", ""sourceRegion"": ""N/A"", ""varietyGrade"": ""N/A"", ""resealability"": ""Resealable"", ""certifications"": ""N/A"", ""healthBenefits"": ""High in protein, nutritious"", ""flavorSeasoning"": ""Masala"", ""preparationType"": ""Mild Masala"", ""packagingMaterial"": ""Plastic"", ""targetDemographic"": ""General"", ""servingSuggestions"": ""Snacking, Cooking"", ""storageInstructions"": ""Store in a cool, dry place""}",Dry Fruits/Seeds,nutty factory seeds nuts mild masala,nutty factory seeds nuts mild masala | dry fruits seeds,Haldiram,"Dry Fruits, Seeds",Dry Fruits,-1
7f7cd49d-eef4-489c-a657-fcb7c9eb37b3,"Haldiram - Assorted Chikki, 30 Pieces, 480 Gram","{""tags"": [""snack"", ""sweet"", ""Haldiram"", ""assorted"", ""Chikki""], ""scent"": null, ""flavour"": null, ""texture"": null, ""brandName"": ""Haldiram"", ""netWeight"": ""480 g"", ""expiryDate"": null, ""packetSize"": ""Multi-Use"", ""shrinkWrap"": null, ""productType"": ""Chikki"", ""seasonalUse"": null, ""servingSize"": null, ""allergenInfo"": null, ""packQuantity"": ""30 Each"", ""priceSegment"": ""Affordable"", ""dietaryClaims"": null, ""keyIngredient"": null, ""certifications"": null, ""productionDate"": null, ""regionOfOrigin"": null, ""specialFeature"": null, ""applicationMethod"": null, ""targetDemographic"": null, ""storageInstructions"": null}",Sweets/Snacks,assorted chikki pieces,assorted chikki pieces | sweets snacks,Haldiram,"Sweets, Snacks",Sweets,338
7fa9696f-bd51-4068-bd16-4bb475d89930,"Haldiram - Punjabi Tadka, Rs.10/-","{""tags"": [""Haldiram"", ""Punjabi Tadka"", ""snack"", ""crispy"", ""Indian snack"", ""affordable""], ""madeIn"": ""N/A"", ""flavour"": ""N/A"", ""brandName"": ""HALDIRAM"", ""itemCount"": ""N/A"", ""netVolume"": ""N/A"", ""netWeight"": ""10 Grams"", ""snackForm"": ""N/A"", ""packetSize"": ""Single-Use"", ""properties"": [""❌ resealable""], ""specialTag"": ""N/A"", ""portionSize"": ""N/A"", ""productType"": ""Crunchy Snack"", ""retailPrice"": ""Rs.10"", ""seasonalUse"": ""All Year"", ""priceSegment"": ""Affordable"", ""tasteProfile"": ""Savory"", ""countUnitEach"": ""N/A"", ""productVolume"": ""N/A"", ""certifications"": ""N/A"", ""mainIngredient"": ""N/A"", ""productTexture"": ""Crispy"", ""countryOfOrigin"": ""India"", ""applicationMethod"": ""Ready to Eat"", ""dietaryPreference"": ""N/A"", ""packagingMaterial"": ""Plastic"", ""targetDemographic"": ""General Public""}",Crunchy Snack,punjabi tadka,punjabi tadka | crunchy snack,HALDIRAM,Crunchy Snack,Crunchy Snack,277
7faba844-42a6-4b4c-9ac7-7a038c3510ec,"Haldiram - Sada Bahar Collection, 750 Gram","{""tags"": [""Haldiram"", ""Sweets"", ""Indian Snacks"", ""Festival"", ""Gift Pack""], ""color"": ""Purple"", ""scent"": ""Sweet"", ""flavour"": ""N/A"", ""texture"": ""Soft"", ""dietType"": ""Vegetarian"", ""brandName"": ""Haldiram"", ""netWeight"": ""750 g"", ""packetSize"": ""Multi-Use"", ""productType"": ""Mixed Sweets"", ""seasonalUse"": ""Festive"", ""allergenInfo"": ""N/A"", ""packQuantity"": ""1 Each"", ""priceSegment"": ""Premium"", ""certification"": ""N/A"", ""keyIngredient"": ""N/A"", ""specialFeature"": ""Gift Pack"", ""applicationMethod"": ""Ready to Eat"", ""packagingMaterial"": ""Cardboard"", ""servingSuggestion"": ""Snack or Dessert"", ""targetDemographic"": ""General Audience"", ""storageInstructions"": ""Store in a cool, dry place""}",Sweets/Snacks,sada bahar collection,sada bahar collection | sweets snacks,Haldiram,"Sweets, Snacks",Sweets,-1
